"gebiedcode15";"peildatum";"variabele";"waarde";"toelichting";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 15 Watergraafsmeer";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 17 Noord-West";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 18 Oud-Noord";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 19 Noord-Oost";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 3 / Mannen";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 3 / Vrouwen";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 5 / Laag (lager onderwijs)";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 5 / Hoog (hbo/wo)";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 8 / 19-64 jaar";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 8 / 65 jaar of ouder";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 9 / 19-34 jaar";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 9 / 35-64 jaar";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 9 / 65 jaar of ouder";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 10 / 19-34 jaar";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 10 / 35-49 jaar";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 10 / 50-64 jaar";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 10 / 65-74 jaar";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 10 / 75 jaar of ouder";"2008";"mantelzorg_ontvangen_agm";"-";"Percentage inwoners van 65 jaar en ouder dat mantelzorg heeft ontvangen (afgelopen jaar)";
"Zoomlevel 0 / Centrum";"2008";"onveilige_seks_agm";"13,4";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 0 / West";"2008";"onveilige_seks_agm";"10";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 0 / Nieuw-West";"2008";"onveilige_seks_agm";"4,8";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 0 / Zuid";"2008";"onveilige_seks_agm";"12,7";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 0 / Oost";"2008";"onveilige_seks_agm";"8,2";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 0 / Noord";"2008";"onveilige_seks_agm";"7,5";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 0 / Zuidoost";"2008";"onveilige_seks_agm";"8,8";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 0 / Totaal";"2008";"onveilige_seks_agm";"9,5";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 1 Centrum-West";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 2 Centrum-Oost";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 3 Westerpark";"2008";"onveilige_seks_agm";"8";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 4 Bos en Lommer";"2008";"onveilige_seks_agm";"10,6";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2008";"onveilige_seks_agm";"10,8";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2008";"onveilige_seks_agm";"4,7";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 7 Osdorp";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 9 Slotervaart";"2008";"onveilige_seks_agm";"6,3";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 10 Oud-Zuid";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2008";"onveilige_seks_agm";"15,4";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 13 Oud-oost";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2008";"onveilige_seks_agm";"7,2";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 15 Watergraafsmeer";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 17 Noord-West";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 18 Oud-Noord";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 19 Noord-Oost";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 3 / Mannen";"2008";"onveilige_seks_agm";"11,8";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 3 / Vrouwen";"2008";"onveilige_seks_agm";"7,2";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 5 / Laag (lager onderwijs)";"2008";"onveilige_seks_agm";"4,2";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2008";"onveilige_seks_agm";"7,5";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2008";"onveilige_seks_agm";"9,8";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 5 / Hoog (hbo/wo)";"2008";"onveilige_seks_agm";"10,7";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 8 / 19-64 jaar";"2008";"onveilige_seks_agm";"9,5";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 8 / 65 jaar of ouder";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 9 / 19-34 jaar";"2008";"onveilige_seks_agm";"11,1";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 9 / 35-64 jaar";"2008";"onveilige_seks_agm";"8";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 9 / 65 jaar of ouder";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 10 / 19-34 jaar";"2008";"onveilige_seks_agm";"11,1";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 10 / 35-49 jaar";"2008";"onveilige_seks_agm";"9,3";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 10 / 50-64 jaar";"2008";"onveilige_seks_agm";"3,6";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 10 / 65-74 jaar";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 10 / 75 jaar of ouder";"2008";"onveilige_seks_agm";"-";"Percentage inwoners van 19 t/m 64 jaar met onveilige seks (in afgelopen jaar seksueel contact met losse partner zonder condoom)";
"Zoomlevel 0 / Centrum";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 0 / West";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 0 / Nieuw-West";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 0 / Zuid";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 0 / Oost";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 0 / Noord";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 0 / Zuidoost";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 0 / Totaal";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 1 Centrum-West";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 2 Centrum-Oost";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 3 Westerpark";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 4 Bos en Lommer";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 5 Oud-West/De Baarsjes";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 6 Geuzenveld/Slotermeer";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 7 Osdorp";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 8 De Aker/Nieuw Sloten";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 9 Slotervaart";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 10 Oud-Zuid";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 11 Buitenveldert/Zuidas";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 12 De Pijp/Rivierenbuurt";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 13 Oud-oost";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 14 Indische buurt/Oostelijk havengebied";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 15 Watergraafsmeer";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 16 IJburg/Zeeburgereiland";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 17 Noord-West";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 18 Oud-Noord";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 19 Noord-Oost";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 20 Bijlmer-Centrum";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 21 Bijlmer-Oost";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 1 / 22 Gaasperdam/Driemond";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 3 / Mannen";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 3 / Vrouwen";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 5 / Laag (lager onderwijs)";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 5 / Midden 1 (mavo/vmbo/mbo1)";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 5 / Midden 2 (havo/vwo/mbo2-4)";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 5 / Hoog (hbo/wo)";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 8 / 19-64 jaar";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 8 / 65 jaar of ouder";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 9 / 19-34 jaar";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 9 / 35-64 jaar";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 9 / 65 jaar of ouder";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 10 / 19-34 jaar";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 10 / 35-49 jaar";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 10 / 50-64 jaar";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 10 / 65-74 jaar";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 10 / 75 jaar of ouder";"2008";"geluidshinder,_alle_bronnen_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart";
"Zoomlevel 0 / Centrum";"2008";"geluidshinder_wegen_<_50_km/u_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart van verkeer op wegen < 50 km/uur";
"Zoomlevel 0 / West";"2008";"geluidshinder_wegen_<_50_km/u_agm";"-";"Percentage inwoners van 19 t/m 64 jaar dat thuis ernstige geluidshinder ervaart van verkeer op wegen < 50 km/uur";
